round,val_loss,val_acc,test_loss,test_acc
524,2.8322,0.3882,2.7506,0.4180
525,2.6988,0.4062,2.6806,0.4170
526,2.8419,0.3876,2.7221,0.4168
527,2.7488,0.4000,2.7339,0.4144
528,2.7541,0.3972,2.7166,0.4181
529,2.8454,0.3970,2.7731,0.4152
530,2.7871,0.3868,2.7380,0.4157
531,2.7748,0.3954,2.7413,0.4118
532,2.8043,0.3958,2.7302,0.4223
533,2.7823,0.3954,2.7186,0.4199
534,2.8713,0.3934,2.7833,0.4117
535,2.8079,0.3894,2.7745,0.4157
536,2.7809,0.3978,2.7484,0.4073
537,2.7987,0.3946,2.7516,0.4142
538,2.7904,0.3918,2.7359,0.4155
539,2.8356,0.4020,2.7705,0.4180
540,2.8386,0.3930,2.7503,0.4162
541,2.7870,0.3962,2.7233,0.4213
542,2.7988,0.3900,2.7445,0.4154
543,2.8105,0.3936,2.7555,0.4185
544,2.7529,0.4004,2.7121,0.4185
545,2.8274,0.3920,2.7903,0.4152
546,2.8314,0.3882,2.7627,0.4137
547,2.8019,0.4014,2.7671,0.4183
548,2.8006,0.4024,2.7716,0.4160
549,2.8031,0.4032,2.7736,0.4162
550,2.8321,0.4042,2.7810,0.4220
551,2.7993,0.3952,2.7497,0.4130
552,2.7937,0.4018,2.7719,0.4194
553,2.8234,0.4010,2.7986,0.4179
554,2.8188,0.3966,2.7871,0.4138
555,2.8051,0.4004,2.7640,0.4202
556,2.8660,0.3902,2.7997,0.4119
557,2.7836,0.3994,2.7579,0.4183
558,2.8097,0.4006,2.7751,0.4130
559,2.8195,0.3916,2.7309,0.4204
560,2.8539,0.4004,2.7502,0.4222
561,2.8423,0.4006,2.7840,0.4206
562,2.8344,0.4016,2.7967,0.4203
563,2.8195,0.3976,2.7419,0.4203
564,2.8012,0.4030,2.7388,0.4235
565,2.8426,0.4060,2.8196,0.4240
566,2.8384,0.3952,2.7732,0.4222
567,2.8429,0.4002,2.7959,0.4138
568,2.8141,0.4042,2.7662,0.4196
569,2.8248,0.4056,2.7821,0.4151
570,2.7933,0.4038,2.7508,0.4208
571,2.8422,0.3990,2.7972,0.4148
572,2.8407,0.3938,2.7790,0.4160
573,2.8872,0.4072,2.8258,0.4185
574,2.8343,0.3992,2.7935,0.4203
575,2.7900,0.3970,2.7895,0.4187
576,2.8471,0.3968,2.8038,0.4192
577,2.8309,0.3884,2.7808,0.4195
578,2.8315,0.3964,2.8102,0.4204
579,2.8070,0.3988,2.7765,0.4214
580,2.8033,0.4028,2.7823,0.4190
581,2.8536,0.3934,2.7991,0.4163
582,2.8030,0.4000,2.7843,0.4162
583,2.8559,0.4008,2.8177,0.4209
584,2.7490,0.4076,2.7200,0.4239
585,2.8212,0.3996,2.7843,0.4210
586,2.8227,0.4064,2.8006,0.4123
587,2.7876,0.4024,2.7794,0.4187
588,2.7818,0.3958,2.7563,0.4191
589,2.7485,0.4090,2.7289,0.4243
590,2.8458,0.4022,2.8019,0.4253
591,2.8031,0.4020,2.7939,0.4172
592,2.8169,0.3952,2.7903,0.4193
593,2.8383,0.4070,2.7919,0.4221
594,2.7815,0.4070,2.7775,0.4226
595,2.8320,0.3952,2.7581,0.4221
596,2.8269,0.4034,2.8023,0.4215
597,2.7966,0.3972,2.7489,0.4206
598,2.8197,0.4040,2.7987,0.4264
599,2.8042,0.4018,2.7928,0.4217
600,2.7809,0.4018,2.7959,0.4181
601,2.8387,0.4056,2.8214,0.4200
602,2.8349,0.4004,2.8181,0.4219
603,2.8291,0.3994,2.8119,0.4223
604,2.8677,0.4018,2.8418,0.4193
605,2.8112,0.4036,2.7666,0.4217
